"東洋大学文学部","Toyo University, Faculty of Literature",
"東洋町","Toyo Town",
"東洋仏教史学","History of East Asian Buddhism",
"東洋文庫","The Toyo Bunko (Oriental Library)",
"東陽坊","Toyobo",
"東淀川 (駅)","Higashi-Yodogawa Station",
"東莱府","Toraifu",
"東隆明","Ryumei AZUMA",
"東龍","Toryu",
"東陵永璵墨蹟","EIYO Toryo's Bokuseki Handwriting",
"東林院","Torin-in Temple",
"東和束村","Higashiwazuka-mura",
"東條英機","Hideki TOJO",
"東條内閣","Tojo Cabinet",
"東魏","Eastern Wei",
"桃井直常","Tadatsune MOMONOI",
"桃井直詮(幸若丸)(幸若舞の創始者)","Naoaki MOMOI (Kowaka maru) (the founder of Kowaka-mai dance)",
"桃園","Toen",
"桃園家","the Momozono family",
"桃園宮","Momozononomiya",
"桃園小学校","Toen Elementary School",
"桃園親王","Imperial Prince Momozono",
"桃園大納言","Momozono Dainagon (chief councilor of state)",
"桃園中納言","Momozono Chunagon (vice-councilor of state)",
"桃園天皇","Emperor Momozono",
"桃園天皇宸翰光徳勝妙国師号勅書","Momozono Tenno (Emperor Momozono) Shinkan Kotokushomyo-Kokushigo Chokusho",
"桃花小禽図","Peach flowers and bird, painting",
"桃華堂文庫","Tokado-bunko Library",
"桃華坊","Tokabo",
"桃華叟","Tokaso",
"桃割れ","momoware ",
"桃観トンネル","Tokan tunnel",
"桃原墓","Momohara grave",
"桃源子","Tougenshi",
"桃山","Momoyama",
"桃山駅","Momoyama Station",
"桃山建築","Momoyama Architecture",
"桃山御陵","Momoyama Goryo",
"桃山御陵前","Momoyamagoryo-mae ",
"桃山御陵前駅","Momoyamagoryomae Station",
"桃山時代","Momoyama period",
"桃山城","Momoyama-jo Castle",
"桃山団地","Momoyama Apartment",
"桃山南口","Momoyama-Minamiguchi (south entrance)",
"桃山南口駅","Momoyama-Minamiguchi Station",
"桃山風俗","Momoyama manner",
"桃山文化","Momoyama Culture",
"桃山様式","Momoyama Style (luxurious, splended and decorative style created during Momoyama Period)",
"桃枝","Momoe",
"桃蕊類題","Tozui Ruidai",
"桃生郡","Monou County",
"桃生茶","Monouchi cha (tea)",
"桃太郎","Momotaro, the Peach Boy",
"桃谷駅","Momodani Station",
"桃李園金谷園図","Torien Kinkokuen zu",
"桃李花","Torika music",
"桃陵団地","the Toryo-danchi housing complex",
"桃陵団地前","Toryo Danchi-mae",
"棟","mune (back)",
"棟金（むねがね）","munegane (back metal)",
"棟札","munafuda ",
"棟札十三枚","munafuda 13mai (thirteen wooden tags commemorating the foundation of the temple)",
"棟子","Toshi",
"棟持柱","munamochi-bashira ",
"棟別銭","munabetsu-sen Tax",
"棟方志功","Shiko MUNAKATA",
"棟木","ridgepoles",
"棟門","Munamon Gate/Munekado Gate",
"棟梁","toryo",
"棟髙","the hight of ridge",
"盗賊","robbers",
"淘綾郡","Yurugi County",
"淘汰","culling out, shake-out",
"湯の花温泉","Yunohana-onsen Hot Spring",
"湯屋谷村","Yuyatani Village",
"湯玉駅","Yutama Station",
"湯元館","Yumoto-kan",
"湯山三吟","Three poets at Yuyama (Yuyama Sangin Hyakuin)",
"湯山社","Yuyama-sha Shrine",
"湯治","hot spring cure",
"湯所口の戦い","the Battle of Yutokoroguchi",
"湯浅家","the Yuasa family",
"湯浅宗重","Muneshige YUASA",
"湯浅正次","YUASA Shoji",
"湯浅則和","Norikazu YUASA",
"湯浅半月","YUASA Hangetsu",
"湯村温泉","Yumura-onsen Hot Spring",
"湯町駅（現在の玉造温泉駅）","Yumachi Station (Tamatsukurionsen Station)",
"湯長谷藩","Yunagaya Domain",
"湯津桂","Yutsukatsura",
"湯殿","bath (bathtub)",
"湯島聖堂","Yushima Seido/Yushima Temple",
"湯島天満宮","Yushima-tenmangu Shrine",
"湯豆腐","boiled tofu",
"湯瓶","tobin (a kettle)",
"湯木美術館","Yuki Art Museum",
"湯里駅","Yusato Station",
"湯立","yudate ",
"灯火","light",
"灯火管制","blackout",
"灯明","devotive light",
"灯篭","lantern",
"灯篭流し","ceremony in which paper lanterns are floated down a river",
"灯籠","a garden lantern",
"灯籠祭","Toro (lantern) Matsuri Festival",
"燈籠","a toro, a stone lantern",
"当て字","phonetic equivalent",
"当子内親王","Imperial Princess Toshi",
"当社宮司","a chief priest of this Shinto shrine",
"当主","family head",
"当主武田元明","the Family Head Motoaki TAKEDA",
"当初の社号","the original name of the shrine",
"当世王","Prince Masayo",
"当代の三筆","three major penmen at the present age",
"当代一の開明派大名","the greatest Daimyo of Kaimei Group alive",
"当番祭","Toban-sai Festival",
"当番日記","on duty diary",
"当尾（とうの）の里","Tono-no-sato",
"当尾の石仏","Tono-no-sekibutsu",
"当尾石仏群","stone Buddhist images in Tono",
"当麻","Taema",
"当麻寺","Taima-dera Temple",
"当麻寺金堂","Taima-dera Temple Kondo",
"当麻寺西塔","Taima-dera Temple Saito",
"当麻寺東塔","Taima-dera Temple Toto",
"当麻寺薬師堂（奈良県葛城市）","Yakushi-do of Taima-dera Temple (Katsuragi City, Nara Prefecture)",
"当麻治田麻呂女","TAGIMA no Harutamaro no Musume",
"当麻曼荼羅","Taima mandala",
"当用漢字","daily-use kanji",
"当流紹隆教誡","Toryu shoryu kyokai",
"等一切諸仏廻向","Transference of equalizing all Buddhas",
"等覚（とうかく）","Tokaku",
"等持院","Toji-in Temple",
"等持院駅","Tojiin Station",
"等持院霊光殿","Reikoden Chapel, Tojiin Temple",
"等持寺","Toji-ji Temple",
"等身の薬師如来の像","a life-size statue of Yakushi Nyorai",
"等随順一切衆生廻向","Transference of viewing all sentient beings in equality and harmony",
"等伯画説 日通筆","the explanation about Tohaku's paintings written by Nittsu",
"答志郡","Toshi County",
"答申","report",
"筒井康隆","Yasutaka Tsutsui",
"筒井氏","the Tsutsui clan",
"筒井順永","Junei TSUTSUI",
"筒井順慶","Junkei TSUTSUI",
"筒井順昭","Junsho TSUTSUI",
"筒井順尊","Junson TSUTSUI",
"筒井浄妙","Jomyo TSUTSUI",
"筒井筒","Tsutsuizutsu (curb of a well)",
"筒城宮","Tsutsukinomiya",
"筒袖","the tublar style of sleeve",
"糖絞り大根","Toshibori Daikon (daikon radish sugared pickles)",
"糖尿病","diabetes mellitus",
"糖蜜","molasses",
"糖類","sugars",
"統一政権","a unified authority",
"統計数理研究所","The Institution of Statistical Mathematics",
"統計調査","statistical investigation",
"統裁合議制","Tosai-gogisei (the way of decision-making; ultimate decision made by one person)",
"統子内親王","Imperial Princess Muneko",
"統治機構","governing structure, governing system",
"統治権","sovereignity",
"統仁（おさひと）","Osahito",
"統仁親王","Imperial Prince Osahito",
"統帥権","supreme command",
"統制力","controlling power",
"藤","To",
"藤ヶ谷","Fujigaya",
"藤の花","wisteria flower",
"藤ノ森","Fujinomori",
"藤の森ローズタウン","Fujinomori Rose Town",
"藤井駅","Fujii Station",
"藤井家","the Fujii family",
"藤井希璞","Kiboku FUJII",
"藤井元彦","Motohiko FUJII",
"藤井氏","Fujii clan",
"藤井寺市","Fujiidera City",
"藤井充行","Ategai FUJII",
"藤井駿","Shun FUJII",
"藤井松平家の松平忠晴","Tadaharu MATSUDAIRA of the House of Fujii-Matsudaira",
"藤井信男","Nobuo FUJII",
"藤井斉成会有鄰館","Fujii Saisei-kai Yurinkan Museum",
"藤井善助","Zensuke FUJII",
"藤井大丸","Fuji Daimaru",
"藤井長古家","Choko FUJII's family",
"藤右衛門","Touemon",
"藤岡まつり","Fujioka Matsuri Festival",
"藤岡弘","Hiroshi FUJIOKA",
"藤岡作太郎","Sakutaro FUJIOKA",
"藤岡市","Fujioka City",
"藤掛永勝","Nagakatsu FUJIKAKE",
"藤間勘右衛門家","Kanemon Fujima family",
"藤間勘十郎家","Kanjuro Fujima family",
"藤間勘兵衛","Kanbe FUJIMA",
"藤間流","Fujima school",
"藤吉郎","Tokichiro",
"藤賢","Fujikata",
"藤原","FUJIWARA",
"藤原 基房（ふじわら の もとふさ）","FUJIWARA no Motofusa",
"藤原 公実（ふじわら の きんざね","FUJIWARA no Kinzane",
"藤原 道長（ふじわら の みちなが","FUJIWARA no Michinaga",
"藤原 禧子","FUJIWARA no Kishi",
"藤原（高倉）範子","FUJIWARA, or TAKAKURA, no Noriko",
"藤原（三条）厳子","FUJIWARA no Takako [Izuko]/Takako",
"藤原（万里小路）房子","FUJIWARA no (MADENOKOJI) Fusako",
"藤原げん子","FUJIWARA no Genshi",
"藤原こう子","FUJIWARA no Koshi",
"藤原せい子","FUJIWARA no Seishi",
"藤原ふ子","FUJIWARA no Fushi",
"藤原安子","FUJIWARA no Anshi",
"藤原伊行","FUJIWARA no Koreyuki",
"藤原伊衡","FUJIWARA no Korehira",
"藤原伊子","FUJIWARA no Ishi",
"藤原伊実","FUJIWARA no Korezane",
"藤原伊周","FUJIWARA no Korechika",
"藤原伊勢人","FUJIWARA no Iseto",
"藤原伊成","FUJIWARA no Korenari",
"藤原伊通","FUJIWARA no Koremichi",
"藤原伊房","FUJIWARA no Korefusa",
"藤原伊望","FUJIWARA no Koremochi",
"藤原伊尹","FUJIWARA no Koretada",
"藤原威子","FUJIWARA no Ishi",
"藤原惟規","FUJIWARA no Nobunori",
"藤原惟光","FUJIWARA no Koremitsu",
"藤原惟成","FUJIWARA no Koreshige",
"藤原惟方","FUJIWARA no Korekata",
"藤原為家","FUJIWARA no Tameie",
"藤原為雅","FUJIWARA no Tamemasa",
"藤原為憲","FUJIWARA no Tamenori",
"藤原為光","FUJIWARA no Tamemitsu",
"藤原為子","FUJIWARA no Tameko",
"藤原為氏","FUJIWARA no Tameuji",
"藤原為時","FUJIWARA no Tametoki",
"藤原為信","FUJIWARA no Tamenobu",
"藤原為相","FUJIWARA no Tamesuke",
"藤原為忠","FUJIWARA no Tametada",
"藤原為通","FUJWARA no Tamemichi",
"藤原為任","FUJIWARA no Tametoo",
"藤原為保","FUJIWARA no Tameyasu",
"藤原為輔","FUJIWARA no Tamesuke",
"藤原為房","FUJIWARA no Tamefusa",
"藤原為明","FUJIWARA no Tameaki",
"藤原為頼","FUJIWARA no Tameyori",
"藤原為隆","FUJIWARA no Tametaka",
"藤原維幾","FUJIWARA no Korechika",
"藤原育子","FUJIWARA no Ikushi",
"藤原一族","Fujiwara clan",
"藤原胤子","FUJIWARA no Inshi",
"藤原宇合","FUJIWARA no Umakai",
"藤原永手","FUJIWARA no Nagate",
"藤原園人","FUNIWARA no Sonohito",
"藤原延子","FUJIWARA no Enshi",
"藤原乙叡","FUJIWARA no Takatoshi",
"藤原乙春","FUJIWARA no Otoharu",
"藤原乙麻呂","FUJIWARA no Otomaro",
"藤原乙牟漏","FUJIWARA no Otomuro",
"藤原温子","FUJIWARA no Onshi",
"藤原穏子","FUJIWARA no Onshi",
"藤原佳珠子","FUJIWARA no Kazuko",
"藤原佳美子","FUJIWARA no Kamiko",
"藤原家","the Fujiwara family",
"藤原家依","FUJIWARA no Oyori",
"藤原家宗","FUJIWARA no Iemune",
"藤原家成","FUJIWARA no Ienari",
"藤原家忠","FUJIWARA no Ietada",
"藤原家範","FUJIWARA no Ienori",
"藤原家保","FUJIWARA no Ieyasu",
"藤原家房","FUJIWARA no Iefusa",
"藤原家明","FUJIWARA no Ieakira",
"藤原家頼","FUJIWARA no Ieyori",
"藤原家隆","FUJIWARA no Ietaka",
"藤原河子","FUJIWARA no Kashi",
"藤原雅経","FUJIWARA no Masatsune",
"藤原雅正","FUJIWARA no Masatada",
"藤原懐子","FUJIWARA no Kaishi",
"藤原葛野麻呂","FUJIWARA no Kadonomaro",
"藤原鎌足","FUJIWARA no Kamatari",
"藤原寛子","FUJIWARA no Kanshi",
"藤原歓子","FUJIWARA no Kanshi",
"藤原関雄","FUJIWARA no Sekio",
"藤原基経","FUJIWARA no Mototsune",
"藤原基衡","FUJIWARA no Motohira",
"藤原基実","FUJIWARA no Motozane",
"藤原基俊","FUJIWARA no Mototoshi",
"藤原基成","FUJIWARA no Motonari",
"藤原基通","FUJIWARA no Motomichi",
"藤原基貞","FUJIWARA no Motosada",
"藤原基房","FUJIWARA no Motofusa",
"藤原基頼","FUJIWARA no Motoyori",
"藤原基隆","FUJIWARA no Mototaka",
"藤原嬉子","FUJIWARA no Kishi",
"藤原季兼","FUJIWARA no Suekane",
"藤原季綱","FUJIWARA no Suetsuna",
"藤原季行","FUJIWARA no Sueyuki",
"藤原季子","FUJIWARA no Kishi/Sueko",
"藤原季重","FUJIWARA no Sueshige",
"藤原季信","FUJIWARA no Suenobu",
"藤原季成","FUJIWARA no Suenari",
"藤原季仲","FUJIWARA no Suenaka",
"藤原季通","FUJIWARA no Suemichi",
"藤原季能","FUJIWARA no Sueyoshi",
"藤原季範","FUJIWARA no Suenori",
"藤原季方","FUJIWARA no Suekata",
"藤原祇子","FUJIWARA no Gishi",
"藤原義懐","FUJIWARA no Yoshichika",
"藤原義子","FUJIWARA no Gishi",
"藤原吉子","FUJIWARA no Yoshiko",
"藤原吉野","FUJIWARA no Yoshino",
"藤原巨勢麻呂","FUJIWARA no Kosemaro",
"藤原魚名","FUJIWARA no Uona",
"藤原京","Fujiwara-kyo",
"藤原教成","FUJIWARA no Norinari",
"藤原教長","FUJIWARA no Norinaga",
"藤原教通","FUJIWARA no Norimichi",
"藤原近信","FUJIWARA no Chikanobu",
"藤原訓儒麻呂","FUJIWARA no Kusumaro",
"藤原慶幸","FUJIWARA no Yoshiyuki",
"藤原景高","FUJIWARA no Kagetaka",
"藤原経衡","FUJIWARA no Tsunehira",
"藤原経子","FUJIWARA no Keishi",
"藤原経実","FUJIWARA no Tsunezane",
"藤原経宗","FUJIWARA no Tsunemune",
"藤原経忠","FUJIWARA no Tsunetada",
"藤原経定","FUJIWARA no Tsunesada",
"藤原経平","FUJIWARA no Tsunehira",
"藤原経輔","FUJIWARA no Tsunesuke",
"藤原経邦","FUJIWARA no Tsunekuni",
"藤原経房","FUJIWARA no Tsunefusa",
"藤原継蔭","FUJIWARA no Tsugukage",
"藤原継縄","FUJIWARA no Tsugutada",
"藤原兼家","FUJIWARA no Kaneie",
"藤原兼雅","FUJIWARA no Kanemasa",
"藤原兼経","FUJIWARA no Kanetsune",
"藤原兼子","FUJIWARA no Kenshi",
"藤原兼実","FUJIWARA no Kanezane",
"藤原兼信","FUJIWARA no Kanenobu",
"藤原兼盛","FUJIWARA no Kanemori",
"藤原兼長","FUJIWARA no Kanenaga",
"藤原兼通","FUJIWARA no Kanemichi",
"藤原兼輔","FUJIWARA no Kanesuke",
"藤原兼房","FUJIWARA no Kanefusa",
"藤原兼頼（頼宗の子）","FUJIWARA no Kaneyori (Yorimune's son)",
"藤原兼隆","FUJIWARA no Kanetaka",
"藤原賢子","FUJIWARA no Kenshi",
"藤原顕家","FUJIWARA no Akiie",
"藤原顕季","FUJIWARA no Akisue",
"藤原顕経","FUJIWARA no Akitsune",
"藤原顕憲","FUJIWARA no Akinori",
"藤原顕光","FUJIWARA no Akimitsu",
"藤原顕綱","FUJIWARA no Akitsuna",
"藤原顕信","FUJIWARA no Akinobu",
"藤原顕忠","FUJIWARA no Akitada",
"藤原顕長","FUJIWARA no Akinaga",
"藤原顕輔","FUJIWARA no Akisuke",
"藤原顕頼","FUJIWARA no Akiyori",
"藤原顕隆","FUJIWARA no Akitaka",
"藤原元子","FUJIWARA no Genshi",
"藤原元平","FUJIWARA no Motohira",
"藤原元方","FUJIWARA no Motokata",
"藤原元命","FUJIWARA no Motonaga",
"藤原元尹","FUJIWARA no Mototada",
"藤原玄明","FUJIWARA no Haruaki",
"藤原玄茂","FUJIWARA no Harumochi",
"藤原光憲","FUJIWARA no Mitsunori",
"藤原光子","FUJIWARA no Koshi",
"藤原光昭","FUJIWARA no Mitsuakira",
"藤原光能","FUJIWARA no Mitsuyoshi",
"藤原光明子","FUJIWARA no Komyoshi",
"藤原光頼","FUJIWARA no Mitsuyori",
"藤原光隆","FUJIWARA no Mitsutaka",
"藤原公季","FUJIWARA no Kinsue",
"藤原公経","FUJIWARA no Kintsune",
"藤原公賢","FUJIWARA no Kinkata",
"藤原公子","FUJIWARA no Koshi",
"藤原公実","FUJIWARA no Kimizane",
"藤原公俊","FUJIWARA no Kimitoshi",
"藤原公成","FUJIWARA no Kinnari",
"藤原公任","FUJIWARA no Kinto",
"藤原公能","FUJIWARA no Kinyoshi",
"藤原公望（ふじわら の きんもち）","FUJIWARA no Kinmochi",
"藤原孝定","FUJIWARA no Takasada",
"藤原広継","FUJIWARA no Hirotsugu",
"藤原広嗣","FUJIWARA no Hirotsugu",
"藤原広嗣の乱","the War of FUJIWARA no Hirotsugu",
"藤原綱継","FUJIWARA no Tsunatsugu",
"藤原行兼","FUJIWARA no Yukikane",
"藤原行成","FUJIWARA no Yukinari",
"藤原行成『権記』、""Gonki"" by FUJIWARA no Yukinari/Kozei","""Gonki"" by FUJIWARA no Yukinari",
"藤原行隆","FUJIWARA no Yukitaka",
"藤原香子","FUJIWARA no Kaoriko",
"藤原高光","FUJIWARA no Takamitsu",
"藤原高子","FUJIWARA no Takaiko",
"藤原高藤","FUJIWARA no Takafuji",
"藤原高房","FUJIWARA no Takafusa",
"藤原国経","FUJIWARA no Kunitsune",
"藤原国盛","FUJIWARA no Kunimori",
"藤原国仲","FUJIWARA no Kuninaka",
"藤原国明","FUJIWARA no Kuniaki",
"藤原佐世","FUJIWARA no Sukeyo",
"藤原佐理","FUJIWARA no Sukemasa",
"藤原済時","FUJIWARA no Naritoki",
"藤原在衡","FUJIWARA no Arihira",
"藤原刷雄 ふじわらのよしお","FUJIWARA no Yoshio",
"藤原三守","FUJIWARA no Mimori",
"藤原山蔭","FUJIWARA no Yamakage",
"藤原山蔭伊達氏","Fujiwara-Yamakage-Date clan",
"藤原師家","FUJIWARA no Moroie",
"藤原師光（西光）","FUJIWARA no Moromitsu (Saiko)",
"藤原師高","FUJIWARA no Morotaka",
"藤原師氏","FUJIWARA no Morouji",
"藤原師実","FUJIWARA no Morosane",
"藤原師実（頼通三男）","FUJIWARA no Morozane (the third son of Yorimichi)",
"藤原師実正室","FUJIWARA no Morozane's legal wife",
"藤原師長","FUJIWARA no Moronaga",
"藤原師通","FUJIWARA no Moromichi",
"藤原師輔","FUJIWARA no Morosuke",
"藤原師尹","FUJIWARA no Morotada",
"藤原枝良","FUJIWARA no Edayoshi",
"藤原氏","the Fujiwara clan",
"藤原氏の氏神","a private deity of the Fujiwara family",
"藤原氏の末裔","the descendant of Fujiwara Clan",
"藤原氏の列伝","The Lives of Fujiwara Families",
"藤原氏一族","a family of the Fujiwara clan",
"藤原氏一門","the Fujiwara clan",
"藤原氏系","the Fujiwara lineage",
"藤原氏系武士団","Warriors of Fujiwara clan group",
"藤原氏宗","FUJIWARA no Ujimune",
"藤原氏渋谷家","the Fujiwara clan the house of Shibuya",
"藤原氏長者","the head of the Fujiwara clan",
"藤原氏藤原北家","the Northern House of the Fujiwara clan",
"藤原氏藤原北家閑院流","the Northern House of the Fujiwara clan, Kanin Line",
"藤原氏北家","the Northern House of the Fujiwara clan ",
"藤原氏末茂流","the Fujiwara clan Sueshige school",
"藤原資経","FUJIWARA no Suketsune",
"藤原資憲","FUJIWARA no Sukemori",
"藤原資子（日野西資子)","FUJIWARA no Sukeko (Sukeko HINO HISHI)",
"藤原資盛","FUJIWARA no Sukemori",
"藤原資房","FUJIWARA no Sukefusa",
"藤原資隆","FUJIWARA no Suketaka",
"藤原時代","Fujiwara era",
"藤原時平","FUJIWARA no Tokihira",
"藤原治子","FUJIWARA no Haruko",
"藤原式家","the Ceremonial House of the Fujiwara clan",
"藤原実季","FUJIWARA no Sanesue",
"藤原実兼","FUJIWARA no Sanekane",
"藤原実綱","FUJIWARA no Sanetsuna",
"藤原実行","FUJIWARA no Saneyuki",
"藤原実資","FUJIWARA no Sanesuke",
"藤原実宗","FUJIWARA no Sanemune",
"藤原実俊","FUJIWARA no Sanetoshi",
"藤原実仁","FUJIWARA no Sanehito",
"藤原実数","FUJIWARA no Sanenori",
"藤原実成","FUJIWARA no Sanenari",
"藤原実政","FUJIWARA no Sanemasa",
"藤原実清","FUJIWARA no Sanekiyo",
"藤原実長","FUJIWARA no Sanenaga",
"藤原実能","FUJIWARA no Saneyoshi",
"藤原実範","FUJIWARA no Sanenori",
"藤原実方","FUJIWARA no Sanekata",
"藤原実頼","FUJIWARA no Saneyori",
"藤原実頼の家系（小野宮流）","the descent of FUJIWARA no Saneyori (Ononomiya　Ｌｉｎｅ)",
"藤原種継","FUJIWARA no Tanetsugu",
"藤原種成","FUJIWARA no Tanenari",
"藤原宗円","FUJIWARA no Soen",
"藤原宗家","FUJIWARA no Muneie",
"藤原宗兼","FUJIWARA no Munekane",
"藤原宗子","FUJIWARA no Muneko",
"藤原宗俊","FUJIWARA no Munetoshi",
"藤原宗忠","FUJIWARA no Munetada",
"藤原宗通","FUJIWARA no Munemichi",
"藤原宗能","FUJIWARA no Muneyoshi",
"藤原宗輔","FUJIWARA no Munesuke",
"藤原宗隆","FUJIWARA no Munetaka",
"藤原秀吉","FUJIWARA no Hideyoshi",
"藤原秀郷","FUJIWARA no Hidesato",
"藤原秀康","FUJIWARA no Hideyasu",
"藤原秀衡","FUJIWARA no Hidehira",
"藤原秀能","FUJIWARA no Hideyoshi",
"藤原秀夫","Hideo FUJIWARA",
"藤原重家","FUJIWARA no Shigeie",
"藤原重子","FUJIWARA no Jushi (Shigeko)",
"藤原重頼","FUJIWARA no Shigeyori",
"藤原淑子","FUJIWARA no Yoshiko",
"藤原淑姫","FUJIWARA no Yoshihime",
"藤原述子","FUJIWARA no Jutsushi",
"藤原俊家","FUJIWARA no Toshiie",
"藤原俊憲","FUJIWARA no Toshinori",
"藤原俊成","FUJIWARA no Toshinari",
"藤原俊盛","FUJIWARA no Toshimori",
"藤原俊忠","FUJIWARA no Toshitada",
"藤原俊通","FUJIWARA no Toshimichi",
"藤原春津","FUJIWARA no Harutsu",
"藤原純乗","FUJIWARA no Suminori",
"藤原純乗の一族","the family of FUJIWARA no Suminori",
"藤原純友","FUJIWARA no Sumitomo",
"藤原純友の乱","FUJIWARA no Sumitomo's War",
"藤原純友一族","the family of FUJIWARA no Sumitomo",
"藤原純友一門","FUJIWARA no Sumitomo's group",
"藤原純友軍","FUJIWARA no Sumitomo's army",
"藤原遵子","FUJIWARA no Junshi",
"藤原順子","FUJIWARA no Junshi",
"藤原緒継","FUJIWARA no Otsugu",
"藤原緒嗣","FUJIWARA no Otsugu",
"藤原諸葛","FUJIWARA no Morofuji",
"藤原尚範","FUJIWARA no Hisanori",
"藤原彰子","FUJIWARA no Shoshi",
"藤原常嗣","FUJIWARA no Tsunetsugu",
"藤原殖子","FUJIWARA no Shokushi",
"藤原信基（教通の子、後の藤原通基）","FUJIWARA no Nobumoto (Norimichi's son; later FUJIWARA no Michimoto)",
"藤原信経","FUJIWARA no Nobutsune",
"藤原信実","FUJIWARA no Nobuzane",
"藤原信親","FUJIWARA no Nobuchika",
"藤原信盛","FUJIWARA no Nobumori",
"藤原信西","FUJIWARA no Shinzei",
"藤原信長","FUJIWARA no Nobunaga",
"藤原信房","FUJIWARA no Nobufusa",
"藤原信頼","FUJIWARA no Nobuyori",
"藤原信隆","FUJIWARA no Nobutaka",
"藤原真夏","FUJIWARA no Manatsu",
"藤原真楯","FUJIWARA no Matate",
"藤原真先","FUJIWARA no Masaki",
"藤原親経","FUJIWARA no Chikatsune",
"藤原親賢","FUJIWARA no Chikakata",
"藤原親秀","FUJIWARA no Chikahide",
"藤原親信","FUJIWARA no Chikanobu",
"藤原親盛","FUJIWARA no Chikamori",
"藤原親隆","FUJIWARA no Chikataka",
"藤原仁善子","FUJIWARA no Nizeko",
"藤原菅根","FUJIWARA no Sugane",
"藤原菅嗣","FUJIWARA no Sugatsugu",
"藤原是憲","FUJIWARA no Korenori",
"藤原是公","FUJIWARA no Korekimi",
"藤原姓","Fujiwara cognomen",
"藤原成経","FUJIWARA no Naritsune",
"藤原成憲","FUJIWARA no Shigenori",
"藤原成子","FUJIWARA no Nariko",
"藤原成親","FUJIWARA no Narichika",
"藤原成通","FUJIWARA no Narimichi",
"藤原成範","FUJIWARA no Shigenori",
"藤原成頼","FUJIWARA no Nariyori",
"藤原政権","Fujiwara regime",
"藤原晴子","FUJIWARA no Haruko",
"藤原正光","FUJIWARA no Masamitsu",
"藤原正妃","FUJIWARA no Masahime",
"藤原清河","FUJIWARA no Kiyokawa",
"藤原清貫","FUJIWARA no Kiyotsura",
"藤原清経","FUJIWARA no Kiyotsune",
"藤原清衡","FUJIWARA no Kiyohira",
"藤原清正","FUJIWARA no Kiyomasa",
"藤原清忠","FUJIWARA no Kiyotada",
"藤原清輔","FUJIWARA no Kiyosuke",
"藤原清隆","FUJIWARA no Kiyotaka",
"藤原生子","FUJIWARA no Nariko",
"藤原盛景","FUJIWARA no Morikage",
"藤原盛賢","FUJIWARA no Morikata",
"藤原盛綱","FUJWIARA no Moritsuna",
"藤原盛子","FUJIWARA no Moriko",
"藤原盛実","FUJIWARA no Morizane",
"藤原盛宗","FUJIWARA no Morimune",
"藤原盛重","FUJIWARA no Morishige",
"藤原盛俊","FUJIWARA no Moritoshi",
"藤原盛仲","FUJIWARA no Morinaka",
"藤原盛道","FUJIWARA no Morimichi",
"藤原聖子","FUJIWARA no Seishi",
"藤原誠子","FUJIWARA no Masako",
"藤原誠信","FUJIWARA no Sanenobu",
"藤原斉信","FUJIWARA no Tadanobu",
"藤原斉敏","FUJIWARA no Tadatoshi",
"藤原摂関家","the Fujiwara sekkanke ",
"藤原摂関政治","Fujiwara's Sekkan (regant to the emperor) government",
"藤原千晴","FUJIWARA no Chiharu",
"藤原千方","Chikata FUJIWARA",
"藤原宣孝","FUJIWARA no Nobutaka",
"藤原詮子","FUJIWARA no Senshi",
"藤原鮮子","FUJIWARA no Senshi",
"藤原善経","FUJIWARA no Yoshitsune",
"藤原善時","FUJIWARA no Yoshitoki",
"藤原全子（またこ）","FUJIWARA no Matako",
"藤原総継","FUJIWARA no Fusatsugu",
"藤原蔵下麻呂","FUJIWARA no Kurajimaro",
"藤原則清","FUJIWARA no Norikiyo",
"藤原尊子","FUJIWARA no Takako",
"藤原多子","FUJIWARA no Masaruko",
"藤原多美子","FUJIWARA no Tamiko",
"藤原泰衡","FUJIWARA no Yasuhira",
"藤原泰子","FUJIWARA no Taishi",
"藤原大継","FUJIWARA no Otsugu",
"藤原大夫（藤原広嗣）","FUJIWARA no Maetsukimi (FUJIWARA no Hirotsugu)",
"藤原大夫人（伊予親王の母、藤原吉子）","Fujiwara Daifujin (the mother of Imperial Prince Iyo, FUJIWARA no Yoshiko)",
"藤原沢子","FUJIWARA no Takushi",
"藤原知光","FUJIWARA no Tomomitsu",
"藤原中正","FUJIWARA no Nakamasa",
"藤原仲光","FUJIWARA no Nakamitsu",
"藤原仲実","FUJIWARA no Nakazane",
"藤原仲成","FUJIWARA no Nakanari",
"藤原仲統","FUJIWARA no Nakamune",
"藤原仲文","FUJIWARA no Nakafumi",
"藤原仲平","FUJIWARA no Nakahira",
"藤原仲麻呂","FUJIWARA no Nakamaro",
"藤原仲麻呂の乱","FUJIWARA no Nakamaro's War",
"藤原忠雅","FUJIWARA no Tadamasa",
"藤原忠教","FUJIWARA no Tadanori",
"藤原忠君","FUJIWARA no Tadakimi",
"藤原忠綱","FUJIWARA no Tadatsuna",
"藤原忠国","FUJIWARA no Tadakuni",
"藤原忠実","FUJIWARA no Tadazane",
"藤原忠宗","FUJIWARA no Tadanume",
"藤原忠成","FUJIWARA no Tadanari",
"藤原忠清","FUJIWARA no Tadakiyo",
"藤原忠通","FUJIWARA no Tadamichi",
"藤原忠通書状","FUJIWARA no Tadamichi-shojo Letter",
"藤原忠文","FUJIWARA no Tadabumi",
